tc:k,tc:n,tlevel:k,tlevel:n,e_ave:k,e_ave:n
4.799999999999999,4.799999999999999,-0.040674565992258715,-0.040674565992258715,2.392260575075298,2.392260575075298
4.300000000000001,4.300000000000001,-0.05359020452845242,-0.05359020452845242,2.197339037198547,2.197339037198547
4.899999999999999,4.899999999999999,-0.0780730142642827,-0.0780730142642827,1.8340744225029841,1.8340744225029841
4.300000000000001,4.5,-0.0744802059828038,-0.07520647351213028,1.4492966130242986,1.6304203621524065
3.700000000000002,4.300000000000001,-0.016306568628701834,-0.009038655982505528,2.7774162102516864,2.7177437618754587
4.5,4.5,-0.06374899804832879,-0.06374899804832879,2.408765247999413,2.408765247999413
4.000000000000002,4.000000000000002,-0.05009048169304808,-0.05009048169304808,3.0331328093966086,3.0331328093966086
4.6,4.6,-0.07470646454848007,-0.07470646454848007,2.8223467983536716,2.8223467983536716
3.700000000000002,3.700000000000002,0.3951679277616309,0.3534511151280615,2.524728157278508,2.346760027014406
4.699999999999999,4.799999999999999,-0.052211146174005574,-0.03827474479170223,2.7426623026754404,2.5501557392032272
3.700000000000002,3.700000000000002,0.5621906418166669,0.5621906418166669,2.3308720613527742,2.3308720613527742
4.4,3.700000000000002,-0.0661464072571083,0.46649750862939987,2.0373456287644283,2.4093157614045895
2.800000000000001,2.800000000000001,0.6201737756124481,0.6201737756124481,5.479507173608666,5.479507173608666
4.899999999999999,4.899999999999999,-0.04457067455982222,-0.04457067455982222,2.6078375889873135,2.6078375889873135
3.0000000000000013,3.0000000000000013,0.4429571918444555,0.4429571918444555,2.930524459557184,2.930524459557184
4.699999999999999,4.699999999999999,-0.06874565410135114,-0.06874565410135114,2.155342549953011,2.155342549953011
3.2000000000000015,3.2000000000000015,0.5784134946418311,0.5784134946418311,3.197805596708492,3.197805596708492
4.6,4.6,-0.07352027341624012,-0.07352027341624012,3.114223593897414,3.114223593897414
4.300000000000001,4.4,-0.023214160662346384,-0.023214160662346384,2.840902803220735,2.746103673924645
3.0000000000000013,3.0000000000000013,0.8968574915541172,0.8968574915541172,5.208092369945226,5.208092369945226
3.0000000000000013,3.0000000000000013,0.7169916120146895,0.7169916120146895,5.158245317354891,5.158245317354891
2.9000000000000012,2.9000000000000012,0.9176918656308626,0.9176918656308626,4.152541600417551,4.152541600417551
3.3000000000000016,3.3000000000000016,-0.00834022913855148,-0.011350619942133378,2.304957201785147,2.2678633033693134
4.200000000000001,4.200000000000001,-0.022160816966970254,-0.022160816966970254,2.6206471155819,2.6206471155819
3.600000000000002,3.600000000000002,0.7144872585786375,0.7144872585786375,3.041973311577518,3.041973311577518
4.699999999999999,4.699999999999999,-0.044717057482500655,-0.044717057482500655,2.3801893614203964,2.3801893614203964
3.2000000000000015,3.2000000000000015,0.3355064081327013,0.3355064081327013,4.386701199704989,4.386701199704989
4.999999999999998,3.5000000000000018,-0.04116499135238105,0.046440384910989785,2.707007248836621,4.200421001048633
4.799999999999999,4.799999999999999,-0.05753084092766536,-0.05753084092766536,2.988969627671491,2.988969627671491
3.5000000000000018,3.5000000000000018,0.3805141586757612,0.3805141586757612,4.254468496257177,4.254468496257177
4.899999999999999,4.899999999999999,-0.058498885684123536,-0.058498885684123536,2.1952241772909526,2.1952241772909526
3.1000000000000014,3.1000000000000014,0.6380109790573878,0.6380109790573878,4.7596758118467255,4.7596758118467255
3.800000000000002,3.800000000000002,0.35807328011394546,0.35807328011394546,2.114165561127105,2.114165561127105
1.7000000000000004,1.7000000000000004,1.0290819736746406,1.0290819736746406,9.565644186074566,9.565644186074566
3.700000000000002,3.4000000000000017,0.43816663142774437,0.48956808169298305,2.998069840659996,3.4660397509142866
4.999999999999998,3.800000000000002,-0.020586538346640593,0.39079511991636906,1.358337011218371,2.2726137495633734
4.100000000000001,4.100000000000001,0.25947918954964067,0.25947918954964067,2.964943352666416,2.964943352666416
2.700000000000001,2.700000000000001,0.46734375148673757,0.46734375148673757,5.138182767195176,5.138182767195176
2.9000000000000012,2.9000000000000012,0.6564391653393054,0.6564391653393054,3.171605877482184,3.171605877482184
2.700000000000001,2.700000000000001,0.8304084936342169,0.8304084936342169,5.609585075442307,5.609585075442307
4.799999999999999,4.799999999999999,-0.026701368199178788,-0.026701368199178788,2.3092820052264136,2.3092820052264136
4.799999999999999,4.100000000000001,-0.03298950134786516,-0.049614461918713326,2.6872979209143986,3.3257790546555768
2.700000000000001,2.700000000000001,1.2225980593994241,1.2225980593994241,7.152355578863535,7.152355578863535
3.2000000000000015,3.2000000000000015,0.2684233665426843,0.2129804068206973,2.9446149638146357,2.9706291679796
3.5000000000000018,3.5000000000000018,0.7618729884990332,0.7618729884990332,3.3545884239420496,3.3545884239420496
2.800000000000001,2.800000000000001,0.6977282510896055,0.6977282510896055,4.961037455835737,4.955201435776087
3.800000000000002,3.900000000000002,-0.0184912334058005,-0.0720486840989607,2.6434006351711896,2.486695360453279
3.5000000000000018,3.5000000000000018,0.8650567444725019,0.8650567444725019,3.6443398272084564,3.6443398272084564
3.2000000000000015,3.2000000000000015,0.8843779815500588,0.8843779815500588,3.6028539679943856,3.6028539679943856
4.799999999999999,4.799999999999999,-0.06741207404286631,-0.06741207404286631,2.3545781357287154,2.3545781357287154
4.000000000000002,3.700000000000002,-0.07477161953355016,-0.012778524409396086,2.483834946115565,2.7022154903372573
4.100000000000001,4.200000000000001,-0.07412902297334512,-0.04288873162333284,2.0525949877794054,2.1143323629340984
