t,D0:x,D0:y,D1:x,D1:y,D2:x,D2:y,I0:x,I0:y,I1:x,I1:y,I2:x,I2:y,I3:x,I3:y,I4:x,I4:y,I5:x,I5:y,I6:x,I6:y,I7:x,I7:y,I8:x,I8:y,I9:x,I9:y,I10:x,I10:y,I11:x,I11:y,I0:active,I1:active,I2:active,I3:active,I4:active,I5:active,I6:active,I7:active,I8:active,I9:active,I10:active,I11:active,eff
0.1,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.289456089012584,2.5,1.4772165280898168,5.42071132868056,1.1408273624357024,3.832372211117128,0.5693867628865588,4.168425870689511,2.6510568874274982,3.2703025838211253,2.4921006868078948,6.643258175588251,2.560542007959707,3.874880387571364,4.898901871145359,7.401418465829684,4.106218742655033,7.108036156912234,4.124023160981034,5.662177515058324,3.76425192741277,5.979997720091586,2.3064953214711577,4.272898905006537,3.2836103778039956,5.053618160261649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00000
0.2,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.289456089012584,2.5,1.5351743283275676,5.3655670325874825,1.219851287428679,3.819913508186872,0.6463626788167902,4.146638067525769,2.7308777511184976,3.2756532585096934,2.5432587602857866,6.581753285392181,2.6067242208338492,3.8095565541409275,4.899476100879555,7.321420526729902,4.11122240364478,7.028192789143209,4.119286989806073,5.5823178338505866,3.7782697899756217,5.90123542245389,2.3587164463123647,4.212294003221953,3.3455440228512012,5.002979996677581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00000
0.30000000000000004,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.279952288955097,2.599547364527984,1.5930223167722812,5.310307551655245,1.298735283691126,3.806597535309674,0.7232476197464057,4.124531374913587,2.810877592488634,3.2754939451297727,2.594613224564501,6.520412279542535,2.6516820706876265,3.7433841147380673,4.900022935189184,7.241422395675247,4.11597181112603,6.948333894030786,4.113535101110209,5.502524878168832,3.793231899947956,5.822647031039027,2.4100602469803394,4.150944071412967,3.4083361916867827,4.953410413938528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83693
0.4,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.2683714620455984,2.6988745231911224,1.6507502824735312,5.254922698346824,1.3784050662654523,3.7993362857918878,0.8017670758767663,4.109211616136361,2.8899742730238347,3.2874820695999474,2.6461769891404137,6.459247108221269,2.707314415744444,3.6858946184497956,4.900540064401991,7.161424067084099,4.120447196098962,6.86845917381629,4.106716875761508,5.422815958949624,3.809123300430891,5.744241269830485,2.4604335282953973,4.088794795234125,3.4720505863336784,4.905031948535214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96860
0.5,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.2556593621214027,2.798063244906433,1.708346750263612,5.19940110886934,1.4578429187070352,3.7898691003881195,0.8804269714012365,4.094630092344952,2.966686082211452,3.31018225310499,2.6979639021955597,6.398270755130757,2.773128717829651,3.6404140990921947,4.901024925454433,7.081425536411594,4.124626922799968,6.788568436651679,4.100289953824234,5.343074535119771,3.8259284941855687,5.666026274702519,2.503013888320001,4.021068043206768,3.5367411626578416,4.857966788014425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12745
0.6,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.2429472633552683,2.897251966770161,1.765798672016506,5.143729961163375,1.5369242783343937,3.7777803221418123,0.9586771108385768,4.0779893087685455,3.0433978904815673,3.3328824397105907,2.74998881412089,6.337497335454375,2.8468663225444675,3.6093856339203323,4.90147465476913,7.001426800524434,4.128487198766087,6.70866162674498,4.096958585124534,5.263143927824526,3.8436306953508654,5.588009404258343,2.557655093664138,3.962635700462874,3.602452869032201,4.812338160538135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.29123
0.7,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.230261872159697,2.9964441078409907,1.8230916464418658,5.087895249007808,1.6154548965733342,3.762517884623192,1.0363803198491741,4.058957458899039,3.1200819471591017,3.3556761987572403,2.8022676590610205,6.2769422169942,2.9256759229376956,3.5956362017189765,4.901886050133777,6.92142785831984,4.132001953459663,6.6287388734175074,4.096657356766363,5.18314449494231,3.8622080145961912,5.510196274198839,2.622923105943947,3.916374630727699,3.6691944508425616,4.76822964370237,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.74874
0.7999999999999999,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.2247880732000227,3.096294183078564,1.8802089894431484,5.031880883631827,1.6931382829138784,3.743405284416371,1.1133495365029233,4.037146001182779,3.1200819471591017,3.3556761987572403,2.854817551307394,6.216622163737473,3.005496159178774,3.600996228437047,4.90225552110772,6.841428711504393,4.135142617856301,6.548800545769578,4.098101654074262,5.10315753347179,3.8816532043084178,5.432595471386913,2.6966082378109,3.8852217602058716,3.7369499534032546,4.725695047515879,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.37767
0.8999999999999999,5.0,4.2105439109874165,3.7904628010234402,3.70953719897656,3.218379566232216,3.1960886270042836,1.9371318628871768,4.975668905558866,1.7694565621788827,3.7194152812894683,1.1892785139889503,4.01195095448851,3.1200819471591017,3.3556761987572403,2.907656684224544,6.156555317369748,3.084582760605518,3.613050666406832,4.902579015464822,6.761429365560811,4.137876264991985,6.468847264577762,4.103786500335418,5.023359773334133,3.90194187757656,5.3552109139027575,2.775458600867029,3.8717080543515663,3.8056569589404847,4.68471520625085,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.05262
0.9999999999999999,5.0,4.2105439109874165,3.837393057720196,3.797840941855198,3.2119435019279257,3.295881297457935,2.000030698357386,4.926234742306197,1.8437249239818023,3.689679605156065,1.2638035043976699,3.9828644317575224,3.1200819471591017,3.3556761987572403,2.9608043258011314,6.096761269214045,3.163686312066096,3.624993369045837,4.902851962949831,6.6814298311892255,4.140171934143397,6.388880209466627,4.112200954823417,4.943803523072639,3.9230543979346346,5.278047052645496,2.8553917136623705,3.868437354296954,3.8748087997919693,4.644490550791158,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.68626
